airlines
name,country
12-02-2020 13:48:32,13-11-2019 22:07:39,3:22,Warsaw,Lviv,Boeing 777,35
05-06-2019 08:57:01,22-12-2019 18:56:36,7:46,Kyiv,Paris,Airbus A340,13
05-12-2018 21:28:08,29-10-2018 14:35:05,2:11,London,Gdansk,Boeing 747,8
26-08-2019 04:48:13,12-04-2018 06:48:51,16:52,Kyiv,Lviv,Yakovlev Yak-40,96
29-07-2020 08:52:34,19-03-2019 17:23:44,4:47,London,Gdansk,Airbus A380,60
30-07-2018 12:02:27,31-03-2019 21:15:09,11:12,Paris,Warsaw,Airbus A380,42
25-06-2020 08:03:51,10-05-2020 02:01:13,14:2,Paris,Lviv,Boeing 777,94
29-03-2019 02:05:52,03-01-2019 08:22:59,23:49,Kharkiv,Lviv,Airbus A380,75
16-01-2021 19:48:48,08-05-2018 00:07:26,2:34,Warsaw,Paris,Airbus A340,98
04-08-2018 12:27:21,12-10-2019 18:15:37,3:57,Lviv,Lviv,Airbus A340,58
06-06-2020 01:33:18,16-09-2018 01:57:41,22:51,Kharkiv,New-York,Tupolev Tu-154,48
08-11-2018 10:44:38,10-01-2019 17:56:26,14:57,Wasinghton,Gdansk,Boeing 777,67
14-11-2020 17:53:16,19-09-2020 03:51:16,13:56,Paris,Wasinghton,Boeing 777,46
04-12-2019 21:35:59,16-02-2018 11:19:15,13:15,Wasinghton,Paris,Airbus A380,90
10-04-2021 14:16:37,07-10-2020 23:55:03,10:29,Gdansk,Lviv,Tupolev Tu-154,40
18-08-2020 12:48:13,09-10-2019 05:15:14,6:18,London,Gdansk,Tupolev Tu-154,72
05-01-2019 08:03:29,28-01-2020 07:02:27,11:40,New-York,London,Airbus A380,13
12-01-2020 21:31:24,08-08-2018 02:54:18,0:57,Kharkiv,Lviv,Boeing 747,31
18-08-2019 09:49:08,21-11-2018 02:52:39,11:30,Wasinghton,London,Boeing 777,95
10-06-2019 04:24:04,07-08-2019 04:24:16,14:31,New-York,Kharkiv,Airbus A340,57
12-02-2019 23:48:53,24-08-2019 16:44:14,1:41,London,Kharkiv,Airbus A340,21
15-01-2019 21:18:23,28-12-2018 15:24:23,8:11,London,Gdansk,Boeing 777,27
25-06-2018 23:16:55,03-02-2021 18:57:45,14:55,London,London,Airbus A340,42
15-09-2019 04:29:26,30-09-2019 15:24:45,1:52,London,Wasinghton,Airbus A340,53
30-08-2019 21:12:30,26-02-2021 23:49:32,8:0,Paris,London,Boeing 777,8
06-01-2021 19:16:55,09-03-2018 05:37:43,7:58,LA,Gdansk,Yakovlev Yak-40,99
24-08-2019 08:20:37,08-07-2018 05:04:59,15:53,Lviv,Gdansk,Boeing 747,63
29-03-2020 16:54:57,03-06-2018 08:54:49,5:20,New-York,Kharkiv,Boeing 747,46
27-08-2019 19:48:27,22-06-2020 06:01:20,3:52,London,Kyiv,Airbus A380,61
28-01-2021 05:35:10,18-04-2021 09:39:00,10:8,London,Kharkiv,Airbus A340,66
02-02-2019 01:32:22,18-08-2020 14:22:00,2:18,LA,Paris,Boeing 777,87
15-07-2019 18:24:09,15-03-2018 17:11:12,0:18,London,Gdansk,Boeing 777,3
25-07-2020 00:01:18,15-11-2018 20:25:53,22:10,Kharkiv,Lviv,Boeing 777,5
09-08-2020 21:14:51,15-10-2018 20:06:43,11:17,Warsaw,Paris,Boeing 777,76
11-07-2019 05:52:36,12-09-2018 12:50:22,16:5,Gdansk,Kharkiv,Tupolev Tu-154,21
13-12-2018 03:13:50,09-09-2020 17:01:02,0:18,Warsaw,Paris,Boeing 777,95
17-02-2019 03:27:43,09-02-2019 21:13:46,8:9,Lviv,New-York,Boeing 777,75
24-04-2019 23:53:01,25-11-2018 22:10:01,19:31,Warsaw,London,Airbus A340,62
22-11-2019 09:05:48,25-12-2019 19:06:10,21:25,Warsaw,New-York,Boeing 747,98
26-01-2020 12:51:11,18-04-2020 20:30:30,8:39,LA,Wasinghton,Airbus A340,45
23-08-2018 20:50:10,22-04-2019 19:02:28,4:27,New-York,Kharkiv,Yakovlev Yak-40,23
11-09-2020 13:50:49,05-04-2021 19:43:33,4:6,Kyiv,Gdansk,Airbus A380,36
10-07-2020 22:37:06,07-12-2018 19:08:58,19:0,Kyiv,Lviv,Tupolev Tu-154,85
28-05-2019 20:26:36,09-09-2019 13:07:54,23:46,Wasinghton,Warsaw,Airbus A340,19
01-06-2020 16:18:18,21-01-2018 10:23:40,22:38,Wasinghton,London,Tupolev Tu-154,30
07-01-2019 16:43:10,06-02-2020 14:08:19,12:46,Lviv,Kyiv,Airbus A380,97
16-10-2018 02:35:14,20-12-2020 18:48:30,2:17,New-York,Kharkiv,Tupolev Tu-154,3
03-01-2020 03:44:12,05-03-2021 13:09:20,0:26,LA,Gdansk,Airbus A380,85
07-02-2019 04:38:18,10-03-2021 02:45:20,17:5,Lviv,Lviv,Boeing 747,36
27-11-2020 16:02:43,12-01-2021 15:56:36,14:33,Kyiv,LA,Airbus A340,72
05-09-2020 01:10:28,24-07-2020 22:55:22,7:34,Wasinghton,London,Boeing 777,6
22-04-2020 08:35:37,26-02-2019 12:12:10,14:1,New-York,Wasinghton,Airbus A340,49
08-11-2019 01:53:03,05-08-2020 19:21:21,23:32,Wasinghton,Warsaw,Boeing 747,85
26-01-2018 16:40:07,17-11-2020 04:04:45,2:9,London,Kharkiv,Airbus A380,47
30-04-2018 03:21:20,22-07-2018 19:00:08,11:0,Warsaw,Gdansk,Airbus A340,33
04-01-2018 04:09:51,12-08-2020 17:48:09,7:33,Gdansk,Paris,Airbus A380,84
24-02-2020 23:12:03,23-03-2018 00:50:38,15:56,Gdansk,Warsaw,Airbus A380,73
09-10-2020 10:57:46,30-06-2018 11:33:04,19:56,Gdansk,Kharkiv,Boeing 777,32
10-02-2020 21:38:25,20-05-2019 17:07:48,23:55,Paris,LA,Tupolev Tu-154,39
01-04-2019 08:53:30,18-04-2019 01:23:20,14:27,LA,Wasinghton,Tupolev Tu-154,88
25-03-2018 12:27:02,16-08-2019 18:59:05,22:43,Lviv,Wasinghton,Airbus A380,21
13-11-2019 22:47:10,18-02-2018 07:05:24,21:52,Kharkiv,Wasinghton,Airbus A340,77
17-02-2018 20:14:58,05-02-2019 21:39:16,17:52,Warsaw,Lviv,Tupolev Tu-154,60
28-11-2020 14:43:59,08-10-2019 03:58:24,12:32,London,Kharkiv,Airbus A340,70
21-10-2018 10:35:28,24-11-2019 14:38:18,16:6,Warsaw,New-York,Yakovlev Yak-40,26
09-05-2018 23:55:13,11-12-2020 03:02:55,16:50,New-York,Warsaw,Boeing 777,44
22-06-2019 09:42:02,29-04-2020 14:17:16,15:34,Paris,Wasinghton,Boeing 747,84
29-03-2019 18:19:06,02-02-2020 09:03:22,4:0,Warsaw,Gdansk,Yakovlev Yak-40,77
29-11-2019 09:03:27,30-03-2018 15:09:28,11:5,Lviv,Gdansk,Tupolev Tu-154,86
04-08-2018 14:44:44,11-02-2019 18:17:33,14:23,Paris,Kharkiv,Airbus A340,27
21-02-2019 01:40:51,22-10-2018 04:34:55,10:12,Paris,Paris,Yakovlev Yak-40,80
29-11-2018 07:55:05,02-04-2019 00:10:47,1:4,New-York,Kyiv,Boeing 747,39
17-02-2021 19:29:12,06-09-2018 12:34:24,14:55,Warsaw,Kharkiv,Airbus A340,87
29-01-2020 10:32:34,29-05-2019 11:01:43,7:22,Gdansk,Paris,Yakovlev Yak-40,73
29-08-2020 12:56:35,18-08-2019 17:27:03,23:36,Kyiv,Warsaw,Airbus A340,73
01-10-2018 06:55:41,24-02-2019 17:56:53,8:55,New-York,Kyiv,Airbus A380,28
14-11-2019 16:21:13,02-09-2020 13:29:47,9:33,Kyiv,New-York,Tupolev Tu-154,16
06-05-2018 23:27:27,18-04-2020 18:24:00,19:17,Kharkiv,Kyiv,Boeing 747,94
05-02-2018 18:01:16,27-03-2020 11:11:12,13:20,Wasinghton,LA,Boeing 747,67
05-01-2019 03:13:23,12-11-2019 02:24:44,8:55,Gdansk,Warsaw,Yakovlev Yak-40,26
21-03-2021 07:33:18,24-10-2018 00:20:20,0:59,Gdansk,Kharkiv,Airbus A340,22
18-03-2020 09:14:59,17-02-2018 12:42:00,11:47,Kharkiv,Lviv,Airbus A380,98
30-03-2019 16:09:59,15-12-2019 02:52:13,3:14,LA,Lviv,Airbus A340,20
19-07-2019 09:49:20,06-01-2018 09:10:27,4:52,New-York,Gdansk,Boeing 777,70
25-11-2018 14:43:30,14-03-2019 02:18:54,12:33,Kyiv,Warsaw,Airbus A380,11
29-06-2020 16:23:27,08-08-2020 11:13:53,2:44,LA,Kharkiv,Airbus A380,66
01-03-2020 19:35:03,22-12-2020 10:46:51,1:39,New-York,Kyiv,Boeing 747,89
21-08-2020 08:57:51,23-06-2020 17:14:20,3:15,Warsaw,New-York,Tupolev Tu-154,17
14-08-2020 09:22:58,15-08-2018 20:22:26,21:11,LA,Kharkiv,Yakovlev Yak-40,34
24-05-2019 13:06:11,04-09-2020 04:11:38,14:54,Wasinghton,Wasinghton,Airbus A380,97
03-12-2019 11:09:57,29-07-2020 16:38:01,7:51,Warsaw,Gdansk,Boeing 747,100
16-12-2018 19:41:48,19-02-2019 06:53:37,8:40,Warsaw,LA,Airbus A380,48
21-02-2019 13:09:37,06-02-2020 15:55:06,2:25,Wasinghton,Gdansk,Airbus A340,22
19-11-2018 22:02:35,08-03-2019 20:52:34,4:38,Gdansk,New-York,Yakovlev Yak-40,1
21-06-2020 12:55:44,08-08-2018 04:32:38,3:9,Lviv,Warsaw,Airbus A340,5
19-08-2018 15:45:45,20-04-2020 12:13:37,10:3,Paris,New-York,Boeing 747,98
10-09-2020 20:08:56,15-10-2019 20:11:16,1:23,Kyiv,Lviv,Boeing 777,82
31-05-2019 00:08:19,16-04-2020 23:35:26,20:51,Lviv,Lviv,Tupolev Tu-154,24
02-07-2020 02:53:20,04-02-2021 03:48:10,14:42,London,Warsaw,Airbus A380,52
12-11-2020 00:45:21,08-12-2020 03:05:09,14:36,Kyiv,Kyiv,Airbus A340,56
13-04-2021 19:25:15,25-10-2018 16:34:12,20:48,Paris,Gdansk,Airbus A340,93
26-09-2019 13:54:31,28-10-2018 04:12:34,0:58,New-York,Kharkiv,Tupolev Tu-154,18
26-01-2020 14:58:07,27-06-2018 02:32:49,4:22,Wasinghton,Kyiv,Airbus A340,88
12-12-2020 14:13:19,21-04-2021 00:16:30,11:23,New-York,Kyiv,Boeing 777,44
26-08-2020 11:14:41,19-04-2020 02:17:28,1:16,Wasinghton,Kyiv,Boeing 747,94
25-09-2018 17:57:21,28-02-2020 17:15:37,14:49,Wasinghton,Wasinghton,Boeing 777,81
29-04-2018 16:47:15,06-04-2019 18:21:53,14:54,Paris,Gdansk,Airbus A340,24
24-05-2018 09:50:26,28-03-2018 02:11:49,0:32,Warsaw,LA,Boeing 747,63
25-07-2019 21:21:50,10-07-2019 11:37:12,19:31,New-York,Kyiv,Boeing 747,96
23-10-2018 04:33:08,29-03-2019 17:00:01,9:14,Kyiv,Gdansk,Yakovlev Yak-40,40
06-01-2020 00:06:44,05-05-2019 02:34:17,11:59,Gdansk,New-York,Airbus A380,79
07-04-2021 14:51:55,09-11-2018 17:16:37,11:21,Wasinghton,Wasinghton,Yakovlev Yak-40,18
20-01-2021 11:45:26,14-03-2021 10:19:35,19:33,Warsaw,Warsaw,Tupolev Tu-154,88
26-04-2019 23:16:53,07-01-2021 16:01:23,10:26,LA,Kharkiv,Yakovlev Yak-40,32
17-04-2021 22:56:42,24-09-2020 01:49:35,14:19,Kharkiv,London,Airbus A340,50
07-07-2019 22:31:06,18-10-2018 18:07:41,11:33,LA,Warsaw,Tupolev Tu-154,79
07-02-2021 00:55:59,09-05-2020 23:35:12,7:28,Warsaw,Wasinghton,Airbus A380,97
10-01-2020 09:30:55,14-09-2019 17:54:09,15:11,New-York,Paris,Boeing 777,99
21-12-2018 03:20:43,10-05-2020 08:28:11,5:26,Paris,Wasinghton,Yakovlev Yak-40,72
06-04-2019 19:15:56,23-12-2020 04:27:58,22:38,London,New-York,Tupolev Tu-154,10
14-04-2021 00:04:20,11-08-2018 15:57:24,2:26,Kyiv,LA,Airbus A340,41
16-01-2019 13:37:25,27-03-2018 00:25:40,12:14,London,Kyiv,Airbus A340,97
30-12-2020 18:35:31,03-12-2018 21:29:55,10:45,Kyiv,Kharkiv,Boeing 747,19
14-12-2020 14:43:53,07-01-2020 14:29:22,12:9,Wasinghton,LA,Boeing 747,13
21-08-2019 19:34:59,31-08-2018 16:14:54,22:15,Kharkiv,Kharkiv,Airbus A380,14
22-08-2020 09:46:56,06-09-2019 09:50:54,7:49,Wasinghton,New-York,Airbus A340,33
03-08-2020 07:54:53,22-09-2019 12:59:21,15:31,Warsaw,Paris,Yakovlev Yak-40,3
08-04-2018 12:24:18,04-03-2018 08:47:30,3:49,London,Lviv,Boeing 777,6
14-01-2020 17:54:56,01-09-2020 11:39:45,1:3,Kyiv,Paris,Tupolev Tu-154,94
18-03-2021 04:11:06,27-04-2020 19:06:17,23:47,Gdansk,Gdansk,Tupolev Tu-154,38
31-12-2020 23:36:43,18-07-2019 20:05:49,3:3,LA,London,Yakovlev Yak-40,84
06-10-2018 23:55:16,05-01-2019 19:39:16,10:0,New-York,Gdansk,Airbus A340,80
24-05-2020 11:10:40,10-10-2018 11:07:15,13:7,Kharkiv,LA,Airbus A340,10
15-02-2021 13:03:29,10-11-2020 20:25:51,12:55,Kharkiv,Kharkiv,Airbus A340,7
29-06-2019 09:52:49,26-12-2018 18:30:05,0:17,Kyiv,Kharkiv,Boeing 747,38
22-04-2019 11:51:42,29-05-2019 17:53:02,23:11,London,Warsaw,Yakovlev Yak-40,11
22-06-2019 09:57:55,07-12-2018 19:46:35,12:50,Gdansk,Kyiv,Airbus A340,21
07-04-2018 22:57:19,26-01-2018 00:18:37,15:33,New-York,Warsaw,Boeing 777,68
25-12-2019 07:13:31,16-09-2018 04:37:42,13:53,Gdansk,London,Yakovlev Yak-40,67
12-11-2019 11:26:08,03-02-2020 17:57:04,16:38,Lviv,LA,Airbus A340,90
19-08-2018 22:00:39,26-06-2019 00:37:19,22:2,Wasinghton,Warsaw,Airbus A340,49
04-06-2020 15:01:45,06-07-2020 08:29:57,3:13,New-York,Gdansk,Airbus A340,39
30-08-2020 06:39:57,12-06-2020 06:30:14,6:11,Paris,Kyiv,Airbus A340,26
19-04-2020 07:26:30,10-07-2018 13:08:19,22:56,Gdansk,Wasinghton,Tupolev Tu-154,34
05-09-2020 09:41:58,14-08-2019 21:33:42,10:33,London,Kharkiv,Airbus A340,91
17-11-2020 10:58:44,25-03-2020 16:41:57,9:18,Wasinghton,Lviv,Airbus A380,54
02-04-2019 13:50:59,24-09-2019 23:55:25,1:4,Lviv,New-York,Airbus A340,58
18-01-2020 20:49:58,20-04-2018 05:13:23,4:10,Warsaw,London,Tupolev Tu-154,35
30-12-2019 19:10:09,29-03-2018 19:12:48,2:42,London,Kharkiv,Tupolev Tu-154,18
12-02-2020 03:51:00,12-06-2020 21:39:17,6:48,Kyiv,Warsaw,Airbus A340,41
21-10-2018 13:44:59,20-06-2020 19:34:56,10:44,Kharkiv,Lviv,Airbus A340,91
10-03-2021 14:20:40,18-04-2020 15:37:36,21:29,New-York,London,Yakovlev Yak-40,65
21-06-2019 09:32:09,04-03-2018 03:53:11,15:22,Gdansk,Lviv,Airbus A340,42
23-05-2018 23:30:30,09-02-2020 03:06:46,1:35,London,Lviv,Airbus A340,51
13-12-2020 07:44:37,04-10-2020 08:27:55,17:26,Gdansk,LA,Yakovlev Yak-40,29
02-09-2019 10:57:48,06-04-2019 00:18:35,7:42,Kharkiv,Lviv,Boeing 777,16
17-12-2019 23:15:28,04-03-2019 23:19:39,18:53,Kharkiv,Warsaw,Airbus A340,26
23-09-2020 03:32:38,19-03-2018 18:40:58,12:0,Lviv,Warsaw,Airbus A380,68
13-09-2018 16:45:04,18-08-2019 07:18:04,12:6,New-York,LA,Boeing 777,47
08-02-2018 03:55:41,21-08-2019 16:35:22,23:30,LA,Kharkiv,Boeing 747,12
21-11-2019 23:11:31,21-01-2019 00:24:21,8:21,Gdansk,New-York,Airbus A380,46
30-08-2020 09:30:35,14-09-2019 23:47:16,2:52,London,Gdansk,Airbus A340,10
13-09-2019 16:04:57,27-03-2018 08:07:38,16:5,Wasinghton,Wasinghton,Boeing 747,81
31-01-2018 02:17:15,25-10-2020 07:52:03,10:25,Lviv,London,Boeing 747,15
29-05-2019 19:04:17,06-10-2020 12:06:54,12:13,London,Kharkiv,Airbus A380,30
11-05-2018 09:28:06,31-10-2020 20:12:43,10:34,Gdansk,Paris,Boeing 747,99
16-03-2021 00:58:21,16-03-2019 08:53:23,15:35,New-York,LA,Airbus A380,17
19-02-2020 04:12:40,27-02-2021 11:16:10,20:49,Kyiv,New-York,Boeing 747,48
14-01-2020 07:35:52,19-08-2020 20:46:13,1:48,Warsaw,London,Airbus A380,55
19-05-2020 12:22:35,18-09-2018 18:30:45,23:28,Paris,Kharkiv,Boeing 777,44
26-06-2019 18:02:06,01-02-2019 00:58:33,19:25,Lviv,Wasinghton,Yakovlev Yak-40,58
16-12-2020 00:23:16,30-07-2018 03:25:13,8:45,London,Kharkiv,Tupolev Tu-154,75
07-10-2018 10:35:20,07-05-2020 01:11:29,1:53,Kharkiv,Paris,Airbus A340,71
01-08-2018 12:10:53,20-07-2019 14:52:20,0:24,Kyiv,Kyiv,Boeing 747,93
05-12-2018 18:51:25,20-07-2019 15:47:33,3:34,Kharkiv,Wasinghton,Airbus A380,79
17-04-2020 21:50:53,15-07-2020 06:42:45,10:42,Gdansk,LA,Airbus A380,55
06-12-2019 03:16:04,01-01-2021 09:00:36,18:52,New-York,New-York,Yakovlev Yak-40,5
01-03-2021 15:15:59,28-03-2018 00:41:02,2:1,Wasinghton,Lviv,Boeing 747,76
01-03-2018 01:06:37,31-01-2020 08:05:04,7:22,Paris,Paris,Airbus A340,95
13-04-2018 10:17:09,07-01-2019 12:57:03,19:9,Paris,Gdansk,Yakovlev Yak-40,48
06-12-2020 04:39:06,06-11-2019 02:56:48,18:36,Kharkiv,Wasinghton,Tupolev Tu-154,45
12-09-2018 05:48:39,24-06-2019 16:54:20,17:26,Wasinghton,London,Airbus A340,84
12-10-2019 19:25:13,08-11-2020 02:23:47,18:58,Warsaw,Paris,Boeing 777,1
17-09-2019 17:09:44,12-05-2020 05:22:22,7:32,Kharkiv,Lviv,Tupolev Tu-154,49
12-09-2018 09:24:49,06-10-2019 01:17:14,3:59,LA,Wasinghton,Boeing 777,54
08-11-2018 02:09:54,29-06-2020 08:24:47,11:20,Kyiv,Kharkiv,Boeing 747,95
14-05-2019 21:45:36,14-10-2019 06:11:53,2:19,London,Kharkiv,Tupolev Tu-154,100
30-10-2020 00:13:28,08-06-2020 05:39:29,14:47,Wasinghton,LA,Tupolev Tu-154,58
14-06-2020 03:37:40,05-11-2019 15:29:01,8:7,Kharkiv,Gdansk,Airbus A340,25
01-09-2018 06:12:25,26-02-2020 08:16:05,21:5,LA,Warsaw,Airbus A340,81
08-01-2018 13:06:02,02-08-2020 11:59:12,3:59,Kharkiv,London,Airbus A340,43
11-12-2019 05:15:55,11-04-2020 03:18:06,1:0,New-York,Gdansk,Tupolev Tu-154,22
15-08-2020 20:31:25,27-07-2018 07:28:25,9:46,New-York,New-York,Airbus A340,67
14-08-2018 06:20:54,07-12-2019 09:12:20,5:29,Lviv,Kharkiv,Boeing 747,61
23-04-2020 14:04:36,27-02-2020 10:47:35,13:7,New-York,London,Yakovlev Yak-40,25
23-11-2018 05:27:23,01-12-2019 06:02:02,22:57,Kharkiv,Wasinghton,Airbus A340,44
13-09-2018 10:25:30,06-12-2019 16:42:36,3:57,Kyiv,Kyiv,Airbus A380,81
14-04-2020 11:46:27,28-06-2020 08:49:40,9:30,New-York,Paris,Airbus A340,6
24-04-2019 10:54:05,16-05-2018 14:44:26,1:55,Lviv,Gdansk,Airbus A380,33
14-05-2020 05:00:28,22-10-2020 19:31:41,6:20,Kharkiv,Kyiv,Boeing 747,84
28-03-2020 07:58:58,04-01-2018 02:49:42,6:19,London,London,Yakovlev Yak-40,42
11-08-2018 05:34:12,21-03-2019 07:02:27,3:16,Kyiv,Kyiv,Yakovlev Yak-40,57
08-08-2019 00:22:52,21-02-2021 10:42:00,4:22,New-York,Lviv,Yakovlev Yak-40,42
04-09-2019 08:33:03,13-03-2019 22:19:15,9:29,London,Paris,Airbus A340,74
08-06-2019 15:30:25,28-09-2018 08:49:14,15:42,LA,Paris,Airbus A340,9
16-02-2019 08:12:38,17-01-2018 01:11:38,21:23,Paris,Kharkiv,Boeing 747,15
18-04-2018 12:11:05,09-04-2021 22:21:01,2:29,London,Lviv,Airbus A340,54
13-02-2021 07:03:26,28-10-2019 05:33:44,3:38,Gdansk,Wasinghton,Boeing 747,40
22-04-2020 15:07:20,29-06-2020 04:13:45,6:53,Gdansk,Kharkiv,Tupolev Tu-154,64
03-04-2018 06:20:26,28-10-2020 18:37:22,20:35,London,New-York,Airbus A380,14
24-11-2018 11:34:47,13-02-2018 05:48:23,13:13,Paris,New-York,Boeing 747,80
30-12-2019 09:54:43,21-03-2020 13:14:04,22:38,Kharkiv,Kharkiv,Boeing 747,27
12-05-2020 11:06:58,14-06-2018 12:49:37,8:48,Kyiv,Paris,Airbus A340,94
11-08-2019 00:56:36,13-06-2019 08:20:30,7:26,London,New-York,Airbus A340,89
24-07-2020 23:20:40,13-08-2019 06:06:28,22:52,Wasinghton,Kharkiv,Airbus A340,64
11-10-2018 11:47:38,13-07-2019 18:01:59,12:41,Kyiv,LA,Airbus A380,69
25-10-2019 11:22:57,28-10-2020 06:41:22,6:3,Gdansk,Gdansk,Boeing 747,67
15-01-2019 21:25:27,07-01-2018 09:25:40,12:51,Kharkiv,London,Yakovlev Yak-40,51
27-08-2020 17:59:55,12-02-2020 09:58:32,4:5,Lviv,Kharkiv,Boeing 747,90
24-07-2018 15:19:36,01-05-2018 17:00:33,10:19,New-York,Lviv,Tupolev Tu-154,62
12-11-2018 04:47:47,10-01-2020 01:27:14,2:57,Wasinghton,Paris,Airbus A340,78
07-10-2020 00:07:11,03-11-2019 15:05:17,0:56,LA,Wasinghton,Tupolev Tu-154,97
07-08-2020 21:58:08,12-08-2020 21:34:35,11:30,Kharkiv,Gdansk,Airbus A340,23
05-06-2020 10:52:14,13-05-2018 22:02:31,6:35,Paris,Lviv,Airbus A340,68
30-08-2020 22:03:14,07-07-2020 19:03:11,15:54,Kharkiv,Wasinghton,Airbus A340,92
04-03-2020 07:01:51,25-05-2020 00:16:03,17:27,LA,Wasinghton,Boeing 777,19
24-04-2018 14:19:06,09-06-2019 00:21:34,18:34,Gdansk,Lviv,Airbus A340,51
29-01-2018 16:11:19,31-01-2021 18:09:52,20:45,LA,New-York,Yakovlev Yak-40,45
27-10-2020 21:57:04,03-12-2018 15:50:40,10:13,Warsaw,Warsaw,Yakovlev Yak-40,49
26-03-2019 02:13:14,21-04-2018 06:51:20,17:8,Gdansk,Warsaw,Tupolev Tu-154,22
13-11-2018 05:29:37,08-03-2020 12:13:00,11:0,Warsaw,Warsaw,Airbus A380,10
02-05-2018 16:20:18,23-01-2019 15:24:30,15:49,Lviv,Gdansk,Tupolev Tu-154,89
25-09-2019 09:19:24,01-01-2019 09:46:20,10:26,London,Lviv,Boeing 777,12
21-04-2018 06:16:59,28-09-2019 11:04:52,17:27,Paris,LA,Airbus A340,95
02-04-2019 20:13:44,27-02-2018 07:48:24,16:32,LA,Warsaw,Boeing 747,29
13-01-2021 18:51:05,02-06-2018 04:56:08,14:13,Kyiv,Lviv,Airbus A340,27
12-01-2019 13:41:28,23-10-2020 04:21:52,3:55,Warsaw,London,Airbus A380,44
18-04-2019 12:48:46,12-01-2021 21:15:38,1:36,London,New-York,Boeing 747,1
03-09-2018 10:57:38,07-11-2019 07:52:05,10:28,Warsaw,New-York,Airbus A340,46
03-05-2020 08:43:03,22-01-2021 19:44:01,14:58,Wasinghton,Paris,Airbus A380,29
16-12-2018 02:22:26,14-07-2018 20:17:57,4:30,Gdansk,Lviv,Airbus A340,75
06-02-2021 17:03:37,06-04-2019 05:33:36,15:22,Lviv,Gdansk,Boeing 777,35
30-10-2018 05:03:30,23-10-2020 02:23:39,14:28,Kharkiv,Gdansk,Tupolev Tu-154,82
20-03-2019 17:31:05,03-07-2020 21:30:21,21:50,Lviv,Warsaw,Airbus A340,24
29-12-2019 18:22:11,11-05-2019 17:11:29,0:31,Paris,Paris,Boeing 747,79
19-11-2018 22:49:41,31-03-2018 00:26:53,13:32,New-York,Kharkiv,Tupolev Tu-154,28
24-12-2018 09:02:25,15-01-2018 15:38:50,5:37,Kharkiv,LA,Airbus A340,53
09-04-2021 04:15:05,29-06-2018 17:18:31,9:32,LA,Wasinghton,Tupolev Tu-154,32
27-10-2018 17:56:43,21-10-2018 09:29:21,4:22,Lviv,Gdansk,Boeing 777,95
01-11-2018 06:37:56,15-09-2019 02:16:14,17:19,New-York,Kharkiv,Airbus A380,83
12-01-2021 18:24:07,06-04-2020 11:28:54,1:44,Wasinghton,Kyiv,Airbus A340,69
28-05-2019 15:14:06,14-04-2021 19:55:35,6:10,London,Kharkiv,Tupolev Tu-154,47
27-05-2019 07:11:17,04-02-2018 18:44:44,2:29,London,Warsaw,Boeing 747,82
06-02-2021 21:04:13,13-09-2018 19:38:58,2:34,Paris,LA,Airbus A380,76
15-11-2019 10:07:06,13-03-2019 14:52:45,22:22,Paris,Paris,Tupolev Tu-154,67
23-10-2019 13:17:11,05-03-2019 22:32:34,22:42,New-York,Kharkiv,Airbus A340,100
02-07-2018 19:31:21,07-04-2020 07:10:58,3:24,Kyiv,Kharkiv,Airbus A340,23
30-03-2021 18:42:32,26-12-2019 13:53:28,16:54,Gdansk,Warsaw,Airbus A340,99
10-07-2020 08:48:34,10-03-2021 18:44:37,13:46,London,London,Boeing 747,44
22-12-2020 23:02:24,24-06-2019 18:06:03,1:6,New-York,Kyiv,Airbus A340,21
15-12-2019 03:10:38,05-06-2018 04:12:12,7:31,New-York,LA,Airbus A340,14
20-10-2018 06:55:14,12-03-2020 18:29:26,4:17,Gdansk,Wasinghton,Airbus A340,53
15-08-2020 11:34:26,08-10-2020 15:10:21,10:47,Kharkiv,Kyiv,Yakovlev Yak-40,37
04-12-2020 16:09:31,10-04-2021 09:23:23,12:15,Warsaw,London,Yakovlev Yak-40,26
15-11-2018 17:31:51,05-12-2018 17:09:45,15:34,LA,Gdansk,Yakovlev Yak-40,44
09-04-2021 09:50:47,15-01-2018 17:31:44,2:23,LA,Lviv,Airbus A340,87
20-02-2019 13:08:43,24-06-2020 04:36:51,22:45,London,LA,Boeing 747,57
26-01-2019 21:34:20,09-11-2019 11:38:18,8:23,Gdansk,Wasinghton,Tupolev Tu-154,19
20-02-2020 13:06:44,28-04-2020 13:56:53,4:42,New-York,Warsaw,Airbus A380,76
24-06-2018 10:17:46,28-10-2020 16:28:44,12:46,London,Lviv,Airbus A340,96
16-06-2018 04:53:54,28-04-2019 11:52:02,22:11,Wasinghton,LA,Boeing 777,51
08-04-2018 03:22:06,15-01-2019 09:04:34,1:12,Wasinghton,London,Yakovlev Yak-40,42
06-10-2019 05:57:12,03-02-2019 15:00:53,4:43,Wasinghton,Kyiv,Yakovlev Yak-40,40
16-03-2021 00:27:24,04-08-2019 13:54:42,13:23,Lviv,Kyiv,Boeing 747,75
04-01-2019 14:20:44,08-08-2018 23:15:30,2:41,Wasinghton,LA,Tupolev Tu-154,46
26-01-2020 06:52:44,06-04-2021 20:55:24,12:58,Gdansk,Kyiv,Boeing 747,36
01-12-2020 02:04:54,01-01-2018 07:05:49,6:42,Kyiv,Lviv,Yakovlev Yak-40,44
